Column_1,Column_2,Column_3,Column_4,Column_5
13,92,99,75,74
24,5,95,30,87
86,91,47,12,46
58,5,14,75,47
82,23,61,17,90
67,82,68,53,91
52,15,26,44,57
92,41,77,92,60
38,94,40,89,45
52,98,82,85,15
83,81,47,96,32
49,20,45,96,93
31,88,85,41,3
63,97,50,42,90
90,51,31,9,17
40,28,40,63,94
73,72,4,42,92
81,85,60,7,32
59,11,68,47,88
1,26,89,29,62
16,65,57,52,73
62,42,27,61,2
58,25,57,44,27
82,65,67,25,39
67,39,6,36,99
81,70,98,30,42
42,54,92,91,51
41,14,19,72,32
38,92,5,21,86
46,28,3,4,18
65,70,36,83,37
79,52,40,82,41
37,50,40,73,31
35,94,88,95,92
69,80,33,84,19
96,98,81,20,80
63,20,69,74,17
72,80,98,48,34
95,80,65,59,50
60,72,33,37,26
1,8,96,80,20
82,86,93,93,48
93,95,90,45,66
89,18,84,56,36
48,28,31,87,9
30,91,31,96,11
10,45,53,12,96
3,90,89,85,43
45,95,53,31,57
37,90,38,74,58
70,74,77,55,51
49,17,53,36,23
65,30,95,50,48
21,12,65,4,52
96,36,44,41,54
52,23,96,3,66
30,40,79,43,58
87,62,15,53,81
22,70,41,57,39
79,88,47,79,61
93,76,59,50,85
34,52,25,46,67
82,1,80,31,52
22,92,32,77,36
47,39,57,93,62
73,34,85,35,53
43,86,61,12,18
18,58,25,15,15
7,73,35,31,51
22,93,50,75,32
9,32,84,12,97
26,56,86,83,25
6,21,36,66,54
97,99,98,71,69
35,19,30,27,43
23,80,39,65,89
62,82,10,55,97
43,65,87,15,95
47,97,71,61,82
40,61,49,97,55
84,34,17,24,89
39,78,42,91,7
81,61,60,40,72
73,24,77,41,26
31,44,99,61,77
84,8,45,21,6
13,17,20,12,40
8,74,12,28,50
42,24,45,64,49
40,92,97,54,1
93,58,71,43,77
38,93,80,67,37
25,21,28,17,52
19,47,29,86,32
47,69,43,63,13
38,23,94,97,48
18,87,54,2,6
15,27,44,24,93
14,61,37,72,39
14,24,65,73,97
78,98,5,19,98
4,2,41,28,19
85,99,88,63,48
78,45,81,29,92
63,39,41,56,50
10,67,55,50,91
91,3,63,32,36
14,45,43,74,8
23,41,2,94,97
89,71,48,37,64
67,26,85,88,46
61,13,55,8,29
59,40,3,84,11
89,3,48,26,41
78,49,13,67,2
67,14,93,7,77
3,29,78,55,57
84,34,26,35,75
92,64,39,11,63
21,82,52,15,42
33,44,60,49,74
34,44,61,98,97
74,46,76,18,94
75,2,11,25,4
85,77,78,17,16
32,47,88,30,23
2,90,72,9,53
80,52,97,93,46
44,38,34,18,13
89,32,57,48,28
85,53,61,38,50
14,3,27,91,38
49,9,52,49,86
82,38,94,36,19
15,69,54,96,85
71,30,23,97,33
40,47,88,32,76
88,68,35,27,65
74,58,57,16,90
2,4,7,47,9
65,88,57,86,83
36,5,52,27,65
69,43,36,43,65
14,39,1,72,38
87,46,11,64,71
81,82,18,18,80
47,11,32,87,96
75,32,38,33,75
66,92,9,51,21
79,70,87,75,3
62,30,27,51,70
60,98,30,29,35
34,89,87,48,63
60,7,92,48,10
68,99,43,73,18
98,68,10,1,92
12,20,38,51,35
27,32,61,63,97
21,74,22,99,69
29,86,54,6,60
59,78,73,88,11
30,47,48,9,19
38,15,93,73,57
83,83,42,83,30
65,30,89,17,54
34,63,84,43,48
81,89,78,43,43
5,62,60,45,20
23,57,86,31,6
46,81,18,23,20
80,34,18,61,50
14,79,28,52,97
10,96,72,56,14
68,25,62,87,96
72,78,29,94,59
11,79,64,22,25
58,12,45,41,98
7,59,27,26,78
39,44,10,86,43
55,70,49,90,38
20,5,47,12,24
18,97,21,6,5
2,87,26,2,92
41,65,65,68,82
7,94,33,99,68
99,14,81,60,5
70,86,94,37,89
29,88,44,12,91
76,93,19,46,13
85,6,29,68,2
87,93,79,9,26
29,49,70,81,42
3,39,43,57,50
17,51,1,55,58
81,66,74,18,38
13,59,27,9,5
46,66,73,40,37
60,49,46,58,43
86,46,12,84,2
67,91,95,92,17
56,59,93,68,64
43,58,5,97,81
81,7,95,55,35
56,29,53,69,81
33,83,10,16,19
14,47,57,92,88
54,72,22,64,22
64,80,56,65,54
29,69,63,92,28
71,56,83,94,99
42,36,99,26,63
41,78,24,18,92
31,68,35,70,15
11,30,77,57,38
23,96,29,90,63
41,46,81,96,61
2,63,91,75,72
59,62,78,98,5
52,60,18,75,98
9,88,56,37,95
38,42,22,57,2
11,57,43,99,62
66,9,92,84,29
12,51,87,4,39
7,4,2,24,56
99,46,64,23,92
75,92,43,36,87
24,32,84,56,36
6,39,50,20,55
4,29,94,64,43
58,70,15,88,3
61,42,16,16,9
45,67,51,8,19
92,4,19,26,7
36,34,53,78,91
81,45,23,56,35
54,37,10,63,16
30,90,55,59,58
34,27,73,6,80
34,66,71,48,42
77,81,50,46,36
35,84,49,21,96
46,63,53,75,45
34,73,89,86,86
94,72,43,68,36
50,22,17,16,89
6,27,92,70,17
77,95,17,27,1
94,18,80,84,71
7,89,88,95,73
41,8,35,66,59
8,43,12,52,16
74,81,86,87,43
93,42,34,60,78
71,3,98,40,49
67,73,26,87,7
4,98,70,44,39
66,13,29,82,77
42,68,17,72,89
47,47,26,5,21
59,84,28,86,32
99,51,43,54,87
26,64,97,46,97
51,71,67,50,77
17,81,92,47,74
99,30,28,51,91
59,41,45,60,29
94,9,98,80,89
30,33,38,20,56
96,97,51,27,52
30,55,89,79,34
90,29,13,25,67
45,68,6,8,28
25,69,71,98,88
92,60,9,40,27
80,19,64,48,26
50,6,36,53,33
16,2,67,74,32
72,17,21,68,62
14,49,81,98,18
92,47,90,64,19
24,50,57,67,25
30,45,90,43,14
48,18,21,99,19
48,54,19,33,50
32,4,32,48,7
67,69,53,71,88
9,40,55,31,99
74,28,1,86,23
60,11,45,90,43
29,1,36,61,40
89,53,43,75,69
67,26,89,66,98
50,97,4,91,55
72,98,22,35,67
84,72,65,73,87
95,50,29,13,37
16,11,38,55,61
54,11,18,74,16
87,31,78,24,28
72,38,32,63,95
56,92,96,53,17
86,77,81,1,70
64,92,7,84,89
86,49,23,63,38
58,92,75,42,48
58,21,72,99,81
1,32,78,39,37
57,65,44,91,38
68,47,88,92,16
63,14,10,98,29
53,44,49,32,75
60,26,37,97,56
42,87,28,96,24
60,62,74,47,43
93,53,41,19,81
14,37,23,95,17
19,37,64,7,9
21,12,73,79,45
53,7,52,19,51
98,94,10,71,95
12,74,60,97,13
43,9,49,54,34
40,88,38,61,40
50,97,63,49,79
82,87,24,97,61
20,96,54,92,17
91,53,83,20,35
81,49,66,68,7
56,15,7,10,94
56,29,8,43,65
16,12,74,87,22
5,95,50,14,87
24,13,1,24,9
65,42,25,90,34
56,78,91,47,30
41,59,5,53,29
58,81,64,20,69
22,19,10,22,32
7,34,23,25,72
82,57,35,91,16
18,27,23,94,35
32,28,39,48,41
11,23,9,94,2
22,60,36,83,27
8,26,16,33,12
93,12,75,66,71
40,84,86,89,64
28,90,53,53,41
39,83,4,95,3
93,70,33,48,85
6,81,51,51,71
51,57,67,52,61
35,82,73,11,28
97,86,35,56,69
34,52,99,91,97
81,86,12,96,44
64,52,59,43,37
32,62,57,66,63
77,79,99,17,58
35,89,96,64,54
22,89,73,80,10
45,87,23,15,31
64,58,66,90,21
53,3,7,1,51
8,92,49,23,18
91,39,74,66,44
9,95,25,39,11
48,21,60,79,84
5,82,12,3,41
98,90,2,59,78
24,51,27,94,97
64,14,49,5,83
80,26,98,5,50
24,35,14,16,17
85,14,77,31,63
28,29,26,19,77
19,59,72,70,58
59,5,48,22,26
15,98,24,97,10
8,25,93,34,78
30,58,27,45,87
31,50,17,97,17
34,87,47,96,33
68,62,11,47,5
99,59,98,33,11
71,63,64,22,13
47,8,6,50,72
61,54,32,4,78
95,10,40,92,92
26,91,74,9,29
54,17,44,75,66
49,40,73,2,83
24,69,4,1,79
32,92,42,28,66
24,98,49,56,3
4,17,23,18,87
34,13,33,63,71
12,41,27,86,69
53,27,61,3,56
80,98,88,75,77
88,81,34,1,40
80,58,31,5,62
98,13,24,7,36
2,10,69,43,87
11,22,16,17,37
15,37,20,44,79
12,93,39,50,24
41,9,44,68,40
46,15,3,64,75
16,83,83,5,24
76,80,88,60,70
54,67,8,42,89
28,97,25,56,76
76,37,98,79,93
4,79,14,95,80
32,27,80,39,54
65,58,33,28,53
22,21,62,72,12
50,14,21,55,54
81,36,98,90,24
62,53,94,14,27
11,16,34,35,96
73,1,46,66,74
15,30,80,22,2
62,51,22,42,65
87,13,83,33,95
14,16,69,59,5
34,68,53,31,73
43,9,42,44,96
50,97,66,84,40
22,26,67,16,49
65,45,98,48,71
66,95,38,96,43
45,1,60,70,90
54,81,26,11,86
38,27,55,52,77
70,60,97,18,64
1,26,68,19,65
21,57,40,21,48
62,41,25,9,92
25,10,42,28,14
2,30,7,49,29
16,83,2,3,55
32,42,41,79,44
16,41,37,53,57
67,99,41,72,78
43,66,18,34,30
82,8,93,25,48
85,27,97,73,34
26,86,7,30,24
49,3,82,82,59
73,45,43,15,91
59,91,5,41,25
5,40,30,28,27
91,25,69,23,61
99,34,96,35,8
66,90,38,72,29
31,28,99,16,31
48,71,95,33,55
40,16,6,8,75
66,28,67,63,82
98,78,86,20,68
39,74,20,65,7
52,7,8,37,17
26,48,98,6,80
67,71,95,53,28
69,15,7,88,65
98,22,68,50,4
63,57,66,68,43
20,51,51,42,31
86,45,84,48,53
54,46,13,48,16
23,43,59,28,42
51,59,47,48,72
70,8,92,59,66
54,80,95,37,14
72,45,37,80,52
28,51,33,16,91
32,71,55,11,31
27,19,32,92,71
93,49,52,89,56
37,20,95,12,90
12,41,10,7,82
50,60,19,28,13
29,95,68,80,11
37,46,8,65,24
87,80,23,36,53
46,27,51,84,25
95,77,62,50,19
98,72,74,69,82
30,20,1,63,50
82,1,64,67,61
20,39,82,46,26
65,25,49,79,15
52,40,81,38,6
12,57,73,78,72
60,19,75,63,43
90,57,52,64,57
14,21,12,43,25
45,89,8,63,87
37,72,88,28,24
24,42,44,88,16
66,26,22,73,49
92,3,34,65,32
15,91,56,54,82
93,32,84,63,92
7,3,72,50,76
50,65,57,94,5
49,56,47,7,83
20,60,81,60,30
76,66,25,99,25
40,20,12,88,98
62,56,44,23,40
4,85,29,98,68
48,79,26,90,87
48,35,57,51,12
10,28,56,51,38
31,84,29,33,76
59,33,53,41,72
21,54,66,71,53
19,37,32,64,94
58,33,76,40,44
30,73,89,83,95
20,80,84,52,79
12,46,54,51,75
24,18,73,45,22
7,5,60,61,19
84,4,87,3,70
78,38,59,15,22
93,25,14,19,72
93,43,52,27,95
79,75,20,99,11
65,85,94,92,95
17,82,88,32,40
84,30,59,28,38
27,42,46,80,43
11,50,17,27,99
8,34,87,42,41
6,48,57,37,11
49,19,81,68,58
49,2,65,29,6
2,69,25,11,2
56,96,8,18,68
51,93,10,43,41
95,50,36,95,14
30,56,72,25,82
85,80,37,79,99
71,20,13,40,1
87,50,89,79,36
89,75,75,67,2
77,90,63,86,57
48,88,37,72,5
7,55,62,46,18
78,51,64,18,15
89,48,10,99,94
68,55,45,56,46
56,34,21,97,63
82,41,94,77,91
72,26,68,91,44
23,3,18,6,5
13,64,47,88,87
87,30,56,59,65
15,76,75,7,78
99,16,81,34,60
62,45,80,89,33
62,7,48,18,58
24,95,50,75,93
59,38,81,97,57
70,63,25,38,29
52,54,69,79,46
87,85,66,92,55
59,14,77,86,70
7,49,67,86,77
13,53,18,34,95
37,75,5,89,43
5,55,34,11,79
25,85,98,16,33
85,7,71,73,38
49,67,70,55,28
18,3,31,34,88
51,51,56,35,83
46,68,20,75,76
26,84,43,90,77
41,11,26,43,5
48,87,68,75,76
83,12,70,36,14
64,61,78,69,87
92,26,86,5,53
2,34,12,88,44
45,64,73,23,8
94,26,53,75,24
48,18,7,70,52
40,1,66,82,63
86,89,80,57,93
12,95,66,17,51
68,87,61,95,63
45,59,64,56,95
72,58,90,72,38
82,76,2,16,83
8,60,64,13,96
87,2,57,72,48
40,46,74,21,58
67,18,65,45,95
69,94,99,50,59
30,94,4,63,29
74,69,1,4,55
2,73,23,58,51
85,44,78,12,87
69,70,43,77,77
80,98,96,92,57
91,62,28,59,68
59,82,32,71,37
68,98,74,81,8
94,35,57,48,47
74,24,35,82,61
70,13,68,21,12
16,21,61,21,19
25,84,36,36,58
37,32,94,70,18
22,43,14,4,8
31,1,36,12,70
44,28,8,28,5
9,41,93,23,93
50,10,66,1,95
8,71,18,85,50
42,69,70,24,11
56,64,10,48,12
65,48,5,34,44
5,37,92,14,21
53,27,55,27,29
86,70,25,4,59
94,49,92,71,90
39,43,14,35,10
88,74,52,46,99
11,41,71,29,84
38,71,87,54,81
92,15,6,6,91
20,8,89,81,24
10,82,59,30,1
95,46,69,20,93
21,34,51,63,50
27,22,58,61,19
8,14,87,4,95
38,5,17,72,97
4,18,85,89,36
93,64,21,19,61
74,77,33,16,30
56,71,1,4,76
70,40,23,36,85
29,97,38,38,28
25,78,41,42,43
46,85,11,90,85
3,47,67,67,43
77,69,28,64,39
43,18,13,95,7
14,28,89,1,71
49,6,49,29,58
31,26,24,87,33
37,63,54,29,24
17,29,45,75,50
23,72,3,15,82
66,38,89,73,43
65,2,15,49,7
55,99,57,36,46
8,75,22,83,68
88,44,76,31,57
17,16,28,71,3
35,44,25,63,29
50,42,39,59,75
55,46,99,91,54
59,60,26,36,73
45,67,48,40,85
7,23,71,94,47
81,42,30,72,55
24,61,75,56,25
67,80,1,27,60
90,62,99,51,99
75,11,63,5,30
17,37,84,45,24
50,58,26,21,52
81,34,15,76,9
23,94,92,26,32
49,63,86,46,30
6,43,1,43,91
59,84,70,8,41
20,46,81,94,75
11,90,81,63,33
40,87,60,31,43
70,53,66,20,50
17,92,72,53,51
77,9,14,59,86
71,57,95,34,35
27,35,54,94,50
92,23,96,30,71
9,48,9,21,3
85,35,93,84,53
82,99,72,71,22
98,31,24,87,68
28,61,96,82,91
61,19,57,23,1
9,99,88,73,18
6,50,24,36,89
34,75,12,67,65
75,42,25,72,46
70,2,73,42,5
36,14,83,98,99
23,27,49,74,47
76,48,33,85,39
23,74,12,76,62
59,35,36,83,31
89,94,74,93,25
46,44,87,60,89
10,23,47,27,14
49,75,90,26,74
34,53,68,11,42
46,88,59,97,98
99,22,32,8,36
61,3,90,13,2
51,62,30,16,33
81,89,1,93,48
85,37,48,77,96
43,99,76,35,33
58,43,87,46,79
9,93,64,89,97
30,1,16,33,9
57,18,43,89,6
35,63,69,91,17
15,72,60,94,86
98,81,35,53,54
94,49,69,54,52
97,20,5,13,23
67,6,72,24,34
63,67,54,30,91
81,94,98,67,63
99,25,14,23,32
35,88,80,31,70
69,47,97,38,25
55,6,49,76,94
10,72,53,25,5
57,11,9,4,85
30,45,88,76,74
50,62,34,76,47
33,24,28,22,18
89,71,94,94,29
86,71,91,49,64
78,80,82,70,31
68,60,75,24,11
82,29,35,62,67
3,75,2,13,92
57,81,70,90,78
26,58,41,20,35
18,70,93,41,65
51,53,11,59,47
44,61,38,19,38
34,60,7,9,44
31,93,41,59,77
18,62,32,47,85
49,9,79,94,73
83,34,45,57,21
83,38,91,31,38
59,85,25,43,72
71,74,90,3,12
62,94,16,87,89
72,79,27,77,88
96,84,84,13,40
75,14,54,34,49
16,6,88,14,45
40,54,56,19,4
72,95,62,14,15
76,75,17,3,36
21,11,60,18,66
74,50,5,38,6
23,80,95,14,57
81,39,34,36,47
67,50,36,30,92
92,74,18,95,17
69,83,97,33,4
22,86,85,13,32
31,85,56,19,60
54,11,86,91,19
30,68,47,54,4
65,40,82,2,7
9,81,41,25,51
65,37,20,88,84
40,43,73,41,44
40,52,60,31,3
28,72,49,62,74
89,78,45,68,14
6,60,85,71,94
5,17,46,31,85
89,95,30,46,42
41,67,87,15,69
36,41,57,31,38
87,26,76,13,3
72,3,26,8,52
87,19,73,77,21
9,81,11,20,30
50,17,2,48,26
30,26,41,25,82
8,57,37,21,44
29,84,1,75,66
12,32,59,31,74
64,67,1,38,54
78,7,47,51,84
87,12,98,29,82
72,44,79,39,75
27,32,85,26,68
74,90,99,45,18
75,30,48,16,67
76,74,58,83,12
69,61,30,56,65
23,79,34,11,53
99,6,65,17,7
11,86,56,56,29
7,31,64,44,98
72,19,8,50,35
90,41,73,59,30
98,11,71,9,6
62,23,38,76,41
33,21,1,88,75
34,7,97,55,38
47,68,12,28,14
48,58,36,86,12
23,39,12,94,92
53,51,16,27,91
37,10,12,81,26
10,8,34,21,54
47,85,2,79,20
20,91,98,9,55
55,62,80,24,42
65,12,78,45,7
60,5,28,96,32
21,22,35,56,95
74,2,30,98,79
46,16,81,14,48
90,52,97,36,40
40,86,67,55,25
83,72,83,78,56
21,50,84,36,20
76,59,76,92,54
83,44,44,15,50
42,53,49,99,24
97,88,44,4,75
64,57,34,85,34
50,64,61,69,1
52,91,40,72,7
48,6,72,40,17
2,4,37,11,94
38,54,78,47,77
40,50,38,47,49
84,73,40,28,25
99,95,62,39,31
69,73,6,81,72
41,59,94,41,79
71,37,37,90,76
7,16,93,1,39
52,28,65,1,35
16,2,18,73,73
41,28,59,44,7
34,12,42,20,73
68,75,12,93,71
55,79,47,45,38
6,57,59,21,40
61,96,35,53,26
42,24,83,75,81
58,57,28,33,68
24,97,19,68,89
8,45,20,75,97
94,90,9,43,4
76,48,41,30,57
33,11,45,85,6
44,7,22,34,19
64,11,92,93,93
43,49,71,6,28
65,33,84,50,75
40,15,94,25,91
92,72,94,75,40
94,99,52,71,32
79,28,70,17,84
25,31,1,41,58
37,11,55,30,6
43,69,62,79,92
91,56,88,84,68
99,61,74,62,72
80,65,15,78,90
45,18,33,22,94
56,70,21,75,63
74,39,68,88,62
40,9,65,54,4
28,46,89,38,87
32,34,56,12,52
51,65,82,38,56
1,71,8,3,92
67,72,35,2,2
1,43,16,1,76
83,12,16,61,44
17,8,99,14,58
40,79,33,56,33
61,45,33,93,93
30,33,24,60,41
49,32,27,27,98
51,31,31,24,91
96,63,89,79,76
37,53,15,75,41
17,7,87,57,14
17,41,10,34,59
51,74,60,84,84
96,93,29,34,67
3,47,24,11,34
72,40,18,29,2
71,59,97,52,61
45,58,92,29,50
82,43,16,31,48
94,93,43,43,41
79,55,84,51,63
89,97,84,28,4
93,63,69,17,90
48,59,89,59,42
25,73,22,22,63
38,63,31,79,34
80,3,82,61,39
11,68,20,56,10
22,65,49,50,57
60,34,92,80,5
56,41,76,72,35
10,70,49,7,48
50,29,79,55,30
56,22,41,18,40
2,63,4,90,7
12,62,22,95,85
54,93,31,3,36
25,78,74,35,77
75,57,16,53,84
50,78,97,88,25
30,43,89,82,87
33,48,57,77,78
15,13,18,56,3
60,57,8,10,94
65,98,86,30,54
95,72,9,86,15
73,18,58,53,44
12,68,19,4,57
81,85,4,75,25
7,75,89,96,86
37,95,44,83,77
12,17,45,54,5
57,57,91,48,45
51,51,3,29,92
79,66,98,29,5
88,6,91,7,91
27,77,51,94,81
83,14,71,28,47
54,79,32,59,6
44,84,48,87,65
29,4,10,75,74
98,97,69,56,40
10,17,76,11,37
2,99,66,46,87
38,31,47,52,18
83,11,54,64,31
59,58,43,60,51
24,16,88,25,91
52,85,68,85,31
13,3,14,40,86
94,17,80,7,44
46,8,83,67,25
32,70,91,52,37
85,55,13,84,39
53,53,40,97,42
36,14,58,57,58
49,1,61,97,74
73,89,13,39,14
98,90,54,87,81
52,62,92,57,25
79,65,16,16,26
2,27,53,89,65
31,88,90,2,92
59,45,9,8,54
65,53,49,59,88
98,4,86,11,50
15,59,30,18,5
56,1,1,13,11
89,2,72,42,96
38,55,19,20,46
44,62,15,47,45
51,11,85,48,55
55,2,72,5,90
22,64,83,25,54
62,69,80,10,96
5,20,92,55,97
8,75,99,86,31
55,16,15,26,32
63,18,65,99,62
9,30,60,82,72
25,79,5,42,76
63,82,27,82,88
47,76,33,21,49
17,93,74,69,7
41,32,8,1,49
41,33,73,18,32
88,72,98,58,69
23,79,30,5,65
74,8,54,10,26
31,11,14,74,58
22,92,72,1,68
89,82,22,1,16
1,25,46,26,6
78,3,92,90,44
3,29,21,27,19
85,60,33,91,38
47,49,69,82,75
97,45,81,34,87
83,6,51,51,74
96,78,43,62,9
45,79,55,51,90
45,82,39,51,62
87,9,57,60,60
25,42,75,74,10
7,1,24,47,11
80,86,42,52,61
20,70,52,34,99
53,50,23,6,80
16,74,22,50,85
66,17,56,10,92
47,44,74,52,63
12,39,82,57,64
79,75,61,66,93
8,15,22,13,78
44,74,47,53,12
81,55,40,38,79
43,18,23,28,6
91,22,64,19,64
35,47,66,59,48
37,76,11,94,67
34,59,92,82,57
48,47,79,12,42
74,69,74,44,90
49,70,23,74,24
19,1,76,97,99
44,39,90,47,77
90,2,20,30,57
9,66,30,63,35
79,72,31,62,60
12,25,28,2,92
59,95,86,81,45
23,83,7,65,19
61,46,88,99,63
39,21,51,1,82
70,12,94,90,90
73,86,72,65,98
47,93,85,35,15
90,90,57,45,3
88,5,70,86,52
9,87,58,92,56
11,4,25,30,11
93,44,90,85,79
89,39,38,51,98
10,19,86,62,22
95,26,42,64,60
5,48,75,31,20
31,79,51,58,80
2,36,97,16,9
39,87,24,87,45
48,99,11,37,76
54,94,33,98,71
72,18,79,40,49
21,28,83,30,89
15,72,17,43,24
29,5,67,63,62
2,27,77,31,87
74,80,1,82,14
50,47,10,66,15
86,36,32,34,7
55,47,90,64,86
5,6,12,77,72
2,42,80,9,70
89,97,96,9,12
69,96,92,3,59
7,50,3,45,96
58,57,52,77,33
10,16,49,31,46
19,12,44,83,12
26,81,89,25,20
22,32,42,7,75
27,17,38,37,78
49,35,60,87,68
71,22,63,46,39
24,56,82,61,12
5,10,29,17,42
77,83,39,99,23
56,44,13,66,65
25,13,74,44,92
50,91,69,77,23
20,26,71,23,80
34,67,99,87,75
8,83,41,68,40
59,15,68,91,16
16,25,29,10,47
19,28,83,88,90
41,29,57,8,55
1,44,90,52,47
95,76,21,69,45
12,70,66,8,42
55,41,84,46,43
42,62,84,68,18
38,96,9,26,93
10,57,68,4,37
4,7,38,6,6
85,78,24,40,34
82,36,95,14,24
23,31,26,93,77
57,37,57,26,94
81,50,65,79,56
12,83,30,17,63
13,56,57,52,91
43,12,97,63,60
39,77,17,50,58
43,9,16,43,38
98,57,22,27,55
86,23,22,80,64
24,2,55,44,86
64,8,8,82,85
32,53,61,32,35
71,88,72,54,21
30,67,90,84,2
48,32,8,48,87
70,84,79,38,49
49,37,44,92,35
19,75,64,20,4
16,96,37,63,71
15,94,23,22,73
57,42,8,25,3
65,28,85,54,7
3,9,84,82,5
47,76,63,29,69
8,8,25,20,78
4,40,61,5,94
19,50,93,15,88
21,99,17,21,45
97,86,88,67,17
83,12,29,16,13
87,36,57,39,16
41,7,11,36,54
57,11,77,13,56
51,34,41,41,15
88,93,70,90,56
92,89,41,72,64
35,75,8,23,20
38,88,90,59,50
23,40,87,88,79
81,88,53,36,46
93,55,44,5,65
58,98,36,68,49
5,61,89,85,40
70,16,36,53,31
36,10,26,72,64
57,76,88,35,10
69,89,37,50,8
40,7,13,46,81
5,71,92,84,91
99,51,35,35,10
49,27,79,62,88
11,60,33,84,1
99,53,35,52,35
20,98,93,76,91
52,68,65,69,57
42,56,29,49,23
53,15,68,5,70
26,55,81,51,83
96,61,94,87,35
37,62,26,93,49
35,76,11,81,39
50,4,82,95,44
2,52,11,56,85
2,43,96,66,58
56,71,74,93,33
18,93,31,15,1
60,99,12,88,44
26,33,81,57,40
46,73,38,78,48
27,34,60,16,37
44,61,15,24,82
72,12,15,31,37
4,63,53,57,65
90,86,92,10,87
99,86,72,11,54
43,72,52,41,70
33,64,54,66,54
9,27,97,81,60
42,41,74,24,35
41,85,39,27,8
44,38,20,42,1
61,13,21,62,87
51,38,98,82,73
18,68,38,69,82
46,74,33,65,15
46,68,82,76,42
64,62,76,1,3
75,80,92,84,62
52,51,33,77,81
63,73,78,95,50
54,64,40,74,87
59,62,19,73,49
14,73,99,74,41
95,24,67,64,15
87,96,39,38,49
81,49,65,82,98
10,64,16,78,57
55,57,53,55,18
11,38,76,61,47
71,77,20,18,66
1,28,53,82,65
94,99,12,17,36
69,31,67,31,83
49,95,86,24,91
52,54,23,33,31
68,26,95,81,73
81,28,16,61,20
40,42,1,27,40
79,85,39,2,49
8,35,33,36,76
75,2,81,43,31
20,83,3,18,51
83,70,46,56,23
85,71,38,18,1
18,50,51,18,90
95,20,70,20,33
33,63,47,83,33
68,54,2,34,22
55,73,12,69,54
56,50,76,19,85
53,29,32,78,43
15,56,4,12,68
93,95,12,57,23
18,18,2,84,86
21,20,50,78,13
54,89,27,25,73
55,19,69,76,85
56,82,63,1,46
90,59,95,82,92
92,98,91,93,54
7,16,90,92,97
28,83,65,90,43
17,44,83,54,2
41,35,5,49,83
43,6,15,69,4
55,99,73,33,91
71,58,97,97,58
7,59,65,65,92
11,75,5,27,76
59,93,57,69,52
21,34,78,97,44
82,24,44,68,99
26,60,38,65,93
72,36,33,38,20
24,92,85,28,6
77,24,44,77,10
29,65,47,70,50
83,21,90,50,49
77,9,36,70,91
41,79,85,60,49
19,25,95,84,2
40,69,67,58,85
52,81,96,33,21
17,81,77,48,62
21,68,19,63,65
62,58,80,77,62
20,74,36,37,32
39,87,97,87,46
80,54,82,36,58
36,60,83,94,45
6,78,88,35,92
84,63,18,20,31
9,14,71,97,24
74,9,2,74,59
88,99,22,88,56
30,13,79,26,46
48,57,71,65,99
6,95,60,64,37
43,7,47,42,75
40,44,69,96,88
95,50,54,29,75
72,84,82,40,9
73,75,54,48,9
60,79,23,41,1
79,48,28,21,96
13,55,35,58,8
46,6,84,43,29
37,6,78,63,77
99,11,21,2,60
9,18,58,38,33
32,79,3,25,42
79,68,33,23,75
69,36,99,78,39
30,74,77,36,81
15,16,6,37,64
21,12,2,31,61
70,28,25,20,73
8,89,43,56,10
2,61,88,13,97
32,59,93,18,65
25,29,39,84,92
97,34,27,75,44
68,77,1,53,36
94,65,30,80,92
92,82,62,82,44
60,33,19,42,69
74,40,32,19,74
10,41,31,94,33
52,9,4,79,47
52,33,90,23,75
98,22,80,91,72
65,51,19,48,50
2,34,41,38,72
12,42,14,62,11
86,53,41,46,41
55,70,84,73,19
92,91,8,28,47
43,29,11,84,98
89,19,55,91,81
54,55,1,16,73
30,28,85,66,69
8,93,60,95,47
93,95,75,45,58
89,85,98,7,92
94,27,61,16,22
37,91,16,63,57
81,14,41,62,67
39,91,83,32,61
19,57,83,59,99
7,19,15,8,89
42,11,91,58,38
92,86,86,99,25
93,20,55,19,70
64,94,63,38,48
48,68,56,86,92
33,3,99,15,16
19,23,96,36,52
85,14,9,98,54
21,70,62,21,10
80,18,16,16,30
5,43,75,33,65
57,90,43,7,78
61,42,48,16,4
3,17,92,71,94
23,98,38,2,79
74,94,70,22,38
31,97,34,81,75
59,58,76,85,60
38,65,54,2,65
47,37,13,39,12
61,75,28,69,63
66,38,47,73,16
17,29,1,66,91
90,63,72,81,50
96,2,70,73,88
38,63,92,37,14
68,59,13,45,38
10,37,76,26,57
11,56,79,10,96
42,68,10,49,18
15,59,28,63,85
87,23,34,62,48
28,36,60,66,21
26,38,91,22,62
57,78,90,92,60
78,55,36,89,9
79,85,18,68,90
66,68,47,69,87
78,71,53,77,91
8,45,41,15,41
11,43,5,51,33
94,60,87,28,89
51,62,77,53,41
44,97,64,36,21
44,69,12,61,69
32,89,10,23,98
89,79,33,45,10
11,3,96,82,73
14,93,91,62,73
25,3,81,37,61
24,45,32,95,29
2,71,49,29,65
64,44,23,82,8
81,18,31,82,31
3,29,98,83,36
7,38,7,39,99
65,74,39,54,12
61,57,36,29,21
27,47,6,67,81
63,39,82,90,39
16,40,1,25,20
95,77,28,1,87
87,30,15,4,20
19,36,18,84,18
20,16,88,37,48
